oid,flat_base,flat_abl,top_base,top_abl
ZTF18aaywiah,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF18aayxhfd,CEP,CEP,Periodic,Periodic
ZTF18aayxptd,EB/EW,EB/EW,Periodic,Periodic
ZTF18aazavvp,EA,EA,Periodic,Periodic
ZTF18aazdmgo,LPV,YSO,Periodic,Stochastic
ZTF18aazemyo,EB/EW,EB/EW,Periodic,Periodic
ZTF18aazemzu,EB/EW,EB/EW,Periodic,Periodic
ZTF18aazfbmc,LPV,YSO,Periodic,Stochastic
ZTF18aazfisk,EA,YSO,Periodic,Periodic
ZTF18aazflph,YSO,YSO,Periodic,Stochastic
ZTF18aazgycc,Periodic-Other,CV/Nova,Periodic,Transient
ZTF18aazlraj,LPV,YSO,Periodic,Stochastic
ZTF18aazltrd,LPV,CV/Nova,Periodic,Periodic
ZTF18aazlura,YSO,YSO,Stochastic,Stochastic
ZTF18aazlusk,EA,EA,Periodic,Periodic
ZTF18aazlvwp,LPV,CV/Nova,Periodic,Stochastic
ZTF18aazmqdm,LPV,CV/Nova,Periodic,Stochastic
ZTF18aaznapv,EB/EW,EB/EW,Periodic,Periodic
ZTF18aaznena,RSCVn,Microlensing,Periodic,Stochastic
ZTF18aazteng,Periodic-Other,EB/EW,Periodic,Periodic
ZTF18aazvako,EB/EW,EB/EW,Periodic,Periodic
ZTF18aazwisc,LPV,YSO,Periodic,Stochastic
ZTF18aazwksi,EB/EW,EB/EW,Periodic,Periodic
ZTF18aazwmjh,EB/EW,RRLc,Periodic,Periodic
ZTF18abaalon,RSCVn,Microlensing,Periodic,Stochastic
ZTF18abablac,LPV,YSO,Periodic,Stochastic
ZTF18abacitv,RSCVn,YSO,Periodic,Stochastic
ZTF18abacmax,LPV,CV/Nova,Periodic,Stochastic
ZTF18abacqcw,YSO,YSO,Stochastic,Periodic
ZTF18abacuab,LPV,YSO,Periodic,Stochastic
ZTF18abacxvd,EB/EW,EB/EW,Periodic,Periodic
ZTF18abadjpz,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF18abadktn,EA,EA,Periodic,Periodic
ZTF18abadmom,EA,EA,Periodic,Periodic
ZTF18abadtfz,RRLab,RRLab,Periodic,Periodic
ZTF18abadwot,EA,YSO,Periodic,Stochastic
ZTF18abadxwx,EB/EW,EB/EW,Periodic,Periodic
ZTF18abadzfp,YSO,CV/Nova,Periodic,Periodic
ZTF18abaehnw,LPV,YSO,Periodic,Stochastic
ZTF18abafdve,EA,EA,Periodic,Periodic
ZTF18abaiyuw,LPV,YSO,Periodic,Stochastic
ZTF18abajjdm,EA,EA,Periodic,Periodic
ZTF18abajlki,LPV,YSO,Periodic,Stochastic
ZTF18abakjxt,LPV,CV/Nova,Periodic,Stochastic
ZTF18abalaxy,Periodic-Other,Periodic-Other,Periodic,Periodic
ZTF18abapgwh,CEP,CEP,Periodic,Periodic
ZTF18abapkar,LPV,CV/Nova,Periodic,Stochastic
ZTF18abapzka,CEP,CV/Nova,Periodic,Stochastic
ZTF18abaqets,RRLab,RRLab,Periodic,Periodic
ZTF18abaqfuq,LPV,YSO,Periodic,Periodic
ZTF18abaqvnm,RSCVn,YSO,Periodic,Periodic
ZTF18abaqxyi,LPV,LPV,Periodic,Stochastic
ZTF18abardop,RSCVn,CEP,Periodic,Periodic
ZTF18abascyi,RSCVn,YSO,Periodic,Stochastic
ZTF18abasfph,EA,EA,Periodic,Periodic
ZTF18abashew,YSO,EA,Periodic,Periodic
ZTF18abashsp,RSCVn,Periodic-Other,Periodic,Periodic
ZTF18abaskvt,Periodic-Other,YSO,Periodic,Stochastic
ZTF18abastfv,LPV,CV/Nova,Periodic,Periodic
ZTF18abaszch,LPV,CV/Nova,Periodic,Stochastic
ZTF18abaxnis,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF18abaylbz,LPV,YSO,Periodic,Stochastic
ZTF18abaytxh,CV/Nova,CV/Nova,Stochastic,Stochastic
ZTF18abazcbv,CV/Nova,CV/Nova,Transient,Transient
ZTF18abbbhxm,EA,CV/Nova,Periodic,Periodic
ZTF18abbcmxk,YSO,CV/Nova,Periodic,Stochastic
ZTF18abbcncx,RSCVn,YSO,Periodic,Stochastic
ZTF18abbddfe,LPV,YSO,Periodic,Stochastic
ZTF18abbdklp,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF18abbdvpz,RRLab,RRLab,Periodic,Periodic
ZTF18abbdybk,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF18abbeghf,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF18abbeomx,YSO,CV/Nova,Periodic,Stochastic
ZTF18abbevxd,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF18abbexzf,YSO,YSO,Periodic,Stochastic
ZTF18abbfizh,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF18abbfjyk,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF18abbfslt,EA,CV/Nova,Periodic,Stochastic
ZTF18abbgjqn,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF18abbgmuv,Periodic-Other,Periodic-Other,Periodic,Periodic
ZTF18abbgvnt,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF18abbhuod,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF18abbiegu,CV/Nova,CV/Nova,Periodic,Periodic
ZTF18abbkles,LPV,YSO,Periodic,Stochastic
ZTF18abblvem,YSO,YSO,Periodic,Stochastic
ZTF18abblxcq,EB/EW,EB/EW,Periodic,Periodic
ZTF18abblzuw,EA,CV/Nova,Periodic,Stochastic
ZTF18abblzyk,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF18abbmtfk,YSO,YSO,Periodic,Stochastic
ZTF18abbmzvp,RSCVn,RSCVn,Periodic,Stochastic
ZTF18abbnnem,YSO,YSO,Periodic,Stochastic
ZTF18abboawy,EA,CV/Nova,Periodic,Periodic
ZTF18abbogck,Periodic-Other,EB/EW,Periodic,Periodic
ZTF18abbrize,EA,EA,Periodic,Periodic
ZTF18abbrojj,LPV,YSO,Periodic,Stochastic
ZTF18abbrzxp,YSO,YSO,Periodic,Stochastic
ZTF18abbsqop,LPV,YSO,Periodic,Stochastic
ZTF18abbstgk,LPV,YSO,Periodic,Stochastic
ZTF18abbsxrb,CV/Nova,CV/Nova,Stochastic,Stochastic
ZTF18abbtsfz,EA,EA,Periodic,Periodic
ZTF18abbubwb,EA,EA,Periodic,Periodic
ZTF18abbumay,LPV,LPV,Periodic,Periodic
ZTF18abbuzjw,YSO,CV/Nova,Periodic,Stochastic
ZTF18abbvbze,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF18abbvcgk,CV/Nova,CV/Nova,Stochastic,Stochastic
ZTF18abbvezl,LPV,YSO,Periodic,Stochastic
ZTF18abbwqbh,LPV,YSO,Periodic,Stochastic
ZTF18abbwqzw,YSO,YSO,Periodic,Periodic
ZTF18abbwwrb,LPV,CV/Nova,Periodic,Stochastic
ZTF18abbxldp,LPV,YSO,Periodic,Stochastic
ZTF18abbxrwd,EA,EB/EW,Periodic,Periodic
ZTF18abbxryd,LPV,YSO,Periodic,Periodic
ZTF18abbxzzn,EB/EW,EB/EW,Periodic,Periodic
ZTF18abbyjjw,YSO,YSO,Periodic,Stochastic
ZTF18abbypxa,Periodic-Other,Periodic-Other,Periodic,Periodic
ZTF18abbzipc,YSO,YSO,Periodic,Stochastic
ZTF18abcbjok,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF18abcbkkp,Periodic-Other,CV/Nova,Periodic,Stochastic
ZTF18abcbtgp,RSCVn,CV/Nova,Periodic,Periodic
ZTF18abcclbw,YSO,YSO,Stochastic,Stochastic
ZTF18abccljy,YSO,YSO,Periodic,Stochastic
ZTF18abccnmh,EB/EW,EB/EW,Periodic,Periodic
ZTF18abccnun,LPV,YSO,Periodic,Periodic
ZTF18abccoel,Periodic-Other,Periodic-Other,Periodic,Periodic
ZTF18abccsib,CV/Nova,CV/Nova,Periodic,Periodic
ZTF18abccsvf,EB/EW,EB/EW,Periodic,Periodic
ZTF18abccthk,RSCVn,YSO,Periodic,Stochastic
ZTF18abcctnt,LPV,CV/Nova,Periodic,Periodic
ZTF18abcctug,EA,CV/Nova,Periodic,Periodic
ZTF18abccvls,YSO,YSO,Stochastic,Stochastic
ZTF18abcddla,RSCVn,CV/Nova,Periodic,Periodic
ZTF18abcdenm,YSO,YSO,Stochastic,Stochastic
ZTF18abcedhb,DSCT,DSCT,Periodic,Periodic
ZTF18abcgtlo,RSCVn,YSO,Periodic,Periodic
ZTF18abcgtxx,LPV,YSO,Periodic,Stochastic
ZTF18abcgxfu,YSO,CV/Nova,Periodic,Periodic
ZTF18abchiov,EA,EA,Periodic,Periodic
ZTF18abchjbw,Periodic-Other,Periodic-Other,Periodic,Periodic
ZTF18abchljm,EB/EW,EB/EW,Periodic,Periodic
ZTF18abchwks,EB/EW,EB/EW,Periodic,Periodic
ZTF18abcjgfy,RSCVn,YSO,Periodic,Stochastic
ZTF18abcjhhd,LPV,CV/Nova,Periodic,Stochastic
ZTF18abcjkum,EB/EW,EB/EW,Periodic,Periodic
ZTF18abcjlws,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF18abcjnhc,EA,EA,Periodic,Periodic
ZTF18abcjwxg,EA,CV/Nova,Periodic,Stochastic
ZTF18abckahr,EA,EA,Periodic,Periodic
ZTF18abckkwt,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF18abckocg,LPV,YSO,Periodic,Stochastic
ZTF18abckswc,LPV,YSO,Periodic,Stochastic
ZTF18abclkfb,RRLab,RRLab,Periodic,Periodic
ZTF18abcllya,RRLc,RRLc,Periodic,Periodic
ZTF18abcllzh,RRLab,RRLab,Periodic,Periodic
ZTF18abcmukp,LPV,CV/Nova,Periodic,Stochastic
ZTF18abcnlla,EB/EW,EB/EW,Periodic,Periodic
ZTF18abcocbc,LPV,YSO,Periodic,Stochastic
ZTF18abcocyj,LPV,YSO,Periodic,Stochastic
ZTF18abcoful,LPV,CV/Nova,Periodic,Stochastic
ZTF18abcoggz,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF18abcohwm,LPV,YSO,Periodic,Stochastic
ZTF18abcothi,EB/EW,EB/EW,Periodic,Periodic
ZTF18abcoxmm,Periodic-Other,Periodic-Other,Periodic,Periodic
ZTF18abcozvu,EB/EW,EB/EW,Periodic,Periodic
ZTF18abcpbhr,CV/Nova,CV/Nova,Periodic,Periodic
ZTF18abcpfkm,RSCVn,CV/Nova,Periodic,Stochastic
ZTF18abcpopp,AGN,CV/Nova,Stochastic,Transient
ZTF18abcpvce,LPV,YSO,Periodic,Stochastic
ZTF18abcpvqk,LPV,CV/Nova,Periodic,Stochastic
ZTF18abcpwdz,LPV,LPV,Periodic,Periodic
ZTF18abcqmes,LPV,YSO,Periodic,Stochastic
ZTF18abcrbuv,RSCVn,CEP,Periodic,Periodic
ZTF18abcrddr,RSCVn,YSO,Periodic,Stochastic
ZTF18abcrhkd,RSCVn,EA,Periodic,Periodic
ZTF18abcrmpn,Periodic-Other,EB/EW,Periodic,Periodic
ZTF18abcrpvh,LPV,YSO,Periodic,Stochastic
ZTF18abcrpyk,EA,YSO,Periodic,Periodic
ZTF18abcscme,RRLab,RRLab,Periodic,Periodic
ZTF18abcswhi,LPV,YSO,Periodic,Stochastic
ZTF18abctaue,RRLab,RRLab,Periodic,Periodic
ZTF18abctayb,RRLab,RRLab,Periodic,Periodic
ZTF18abctcbv,Periodic-Other,Periodic-Other,Periodic,Periodic
ZTF18abctcop,Periodic-Other,EB/EW,Periodic,Periodic
ZTF18abcugzi,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF18abcuvoo,EA,EA,Periodic,Periodic
ZTF18abcuygf,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF18abcvhxx,EA,EA,Periodic,Periodic
ZTF18abcviio,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF18abcvknm,YSO,YSO,Periodic,Stochastic
ZTF18abcvvpd,LPV,YSO,Periodic,Stochastic
ZTF18abcwcit,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF18abcwyty,EB/EW,EB/EW,Periodic,Periodic
ZTF18abcxauc,EA,EA,Periodic,Periodic
ZTF18abcxbqs,EB/EW,EB/EW,Periodic,Periodic
ZTF18abcxffd,LPV,YSO,Periodic,Stochastic
ZTF18abcxgfh,RSCVn,YSO,Periodic,Stochastic
ZTF18abcxncl,LPV,YSO,Periodic,Stochastic
ZTF18abcxnde,LPV,YSO,Periodic,Stochastic
ZTF18abcxpoh,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF18abcypku,YSO,CV/Nova,Periodic,Stochastic
ZTF18abcyyyv,EA,EA,Periodic,Periodic
ZTF18abdbjuf,LPV,CV/Nova,Periodic,Stochastic
ZTF18abddfoc,RSCVn,Microlensing,Periodic,Stochastic
ZTF18abddile,EA,EA,Periodic,Periodic
ZTF18abdeeqr,RSCVn,CV/Nova,Periodic,Periodic
ZTF18abdeevh,LPV,YSO,Periodic,Stochastic
ZTF18abdehgh,RSCVn,EA,Periodic,Periodic
ZTF18abdehsj,YSO,YSO,Periodic,Stochastic
ZTF18abdeibz,Periodic-Other,YSO,Periodic,Periodic
ZTF18abdeumm,LPV,LPV,Periodic,Periodic
ZTF18abdeunw,LPV,CV/Nova,Periodic,Periodic
ZTF18abdeyns,RSCVn,CV/Nova,Periodic,Periodic
ZTF18abdfkrt,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF18abdfwoh,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF18abdieoz,Blazar,Microlensing,Stochastic,Stochastic
ZTF18abdijvq,CEP,CEP,Periodic,Periodic
ZTF18abdjqfg,LPV,YSO,Periodic,Stochastic
ZTF18abdkchu,EA,YSO,Periodic,Periodic
ZTF18abdkcqy,YSO,YSO,Periodic,Periodic
ZTF18abdkszh,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF18abdkvgr,RSCVn,YSO,Periodic,Stochastic
ZTF18abdkwtz,DSCT,DSCT,Periodic,Periodic
ZTF18abdlhce,RRLab,RRLab,Periodic,Periodic
ZTF18abdlhpp,LPV,YSO,Periodic,Stochastic
ZTF18abdlldy,LPV,YSO,Periodic,Stochastic
ZTF18abdlmad,LPV,CV/Nova,Periodic,Stochastic
ZTF18abdngap,RSCVn,Microlensing,Periodic,Periodic
ZTF18abdnjra,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF18abdptjf,Periodic-Other,CV/Nova,Periodic,Stochastic
ZTF18abdpueb,YSO,CV/Nova,Stochastic,Stochastic
ZTF18abdpwbm,LPV,YSO,Periodic,Stochastic
ZTF18abdqbdo,EB/EW,EB/EW,Periodic,Periodic
ZTF18abdrrbk,LPV,YSO,Periodic,Stochastic
ZTF18abdsvnl,YSO,CV/Nova,Periodic,Stochastic
ZTF18abdsxkl,LPV,YSO,Periodic,Stochastic
ZTF18abdtcsm,LPV,YSO,Periodic,Stochastic
ZTF18abdtkfm,RSCVn,CV/Nova,Periodic,Stochastic
ZTF18abdtvgh,YSO,YSO,Periodic,Stochastic
ZTF18abdudub,RRLab,RRLab,Periodic,Periodic
ZTF18abdujvn,CV/Nova,CV/Nova,Stochastic,Stochastic
ZTF18abduzak,LPV,YSO,Periodic,Stochastic
ZTF18abdvffn,YSO,YSO,Periodic,Stochastic
ZTF18abdvrfi,YSO,YSO,Periodic,Periodic
ZTF18abdxels,LPV,CEP,Periodic,Periodic
ZTF18abdxkrz,LPV,YSO,Periodic,Stochastic
ZTF18abdxwqx,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF18abdxxtu,LPV,CV/Nova,Periodic,Stochastic
ZTF18abdydnt,LPV,YSO,Periodic,Stochastic
ZTF18abeacuj,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF18abeaxvo,LPV,YSO,Periodic,Stochastic
ZTF18abebhvf,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF18abebjbz,LPV,YSO,Periodic,Stochastic
ZTF18abeboeg,LPV,YSO,Periodic,Stochastic
ZTF18abebxvv,LPV,YSO,Periodic,Stochastic
ZTF18abechfn,YSO,YSO,Periodic,Periodic
ZTF18abecjzi,LPV,CEP,Periodic,Periodic
ZTF18abeckvp,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF18abecloj,LPV,YSO,Periodic,Stochastic
ZTF18abecnvj,LPV,YSO,Periodic,Stochastic
ZTF18abedeky,EB/EW,EB/EW,Periodic,Periodic
ZTF18abeeehj,LPV,YSO,Periodic,Stochastic
ZTF18abeesjy,LPV,YSO,Periodic,Stochastic
ZTF18abeflhc,RRLab,CEP,Periodic,Periodic
ZTF18abefzdu,LPV,YSO,Periodic,Stochastic
ZTF18abefzfs,LPV,CV/Nova,Periodic,Stochastic
ZTF18abefzqn,LPV,YSO,Periodic,Stochastic
ZTF18abegabc,LPV,YSO,Periodic,Stochastic
ZTF18abegcpe,LPV,YSO,Periodic,Stochastic
ZTF18abegdck,RSCVn,Microlensing,Periodic,Stochastic
ZTF18abegdzz,LPV,CV/Nova,Periodic,Stochastic
ZTF18abegeyw,LPV,LPV,Periodic,Periodic
ZTF18abegici,LPV,CV/Nova,Periodic,Stochastic
ZTF18abehirk,LPV,YSO,Periodic,Stochastic
ZTF18abehnbd,LPV,YSO,Periodic,Stochastic
ZTF18abehntd,YSO,CV/Nova,Stochastic,Stochastic
ZTF18abehwsz,EA,EA,Periodic,Periodic
ZTF18abeiaje,Periodic-Other,Periodic-Other,Periodic,Periodic
ZTF18abeidxq,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF18abejaft,LPV,YSO,Periodic,Stochastic
ZTF18abekpbf,LPV,YSO,Periodic,Stochastic
ZTF18abekypc,LPV,LPV,Periodic,Stochastic
ZTF18abelhml,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF18abeltch,LPV,YSO,Periodic,Stochastic
ZTF18abeofez,RSCVn,Microlensing,Periodic,Stochastic
ZTF18abeqzmz,CV/Nova,CV/Nova,Stochastic,Transient
ZTF18aberedl,YSO,YSO,Periodic,Stochastic
ZTF18aberjgc,LPV,YSO,Periodic,Stochastic
ZTF18aberjwz,EB/EW,EB/EW,Periodic,Periodic
ZTF18abesddc,LPV,YSO,Periodic,Periodic
ZTF18abespay,EB/EW,EB/EW,Periodic,Periodic
ZTF18abessip,EB/EW,EB/EW,Periodic,Periodic
ZTF18abetdej,CV/Nova,CV/Nova,Stochastic,Stochastic
ZTF18abetkmk,LPV,YSO,Periodic,Stochastic
ZTF18abewapr,LPV,YSO,Periodic,Stochastic
ZTF18abexyrz,RSCVn,YSO,Periodic,Stochastic
ZTF18abezlhg,LPV,YSO,Periodic,Stochastic
ZTF18abfbcvn,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF18abfclgy,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF18abfdtsw,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF18abfffmy,CV/Nova,CV/Nova,Stochastic,Stochastic
ZTF18abffiur,YSO,CV/Nova,Stochastic,Stochastic
ZTF18abfgawx,CEP,CEP,Periodic,Periodic
ZTF18abfhsrm,YSO,Microlensing,Periodic,Stochastic
ZTF18abfkbvw,CV/Nova,CV/Nova,Stochastic,Stochastic
ZTF18abflrsq,EA,EA,Periodic,Periodic
ZTF18abftips,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF18abftoeb,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF18abftvzc,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF18abfwnlz,YSO,YSO,Periodic,Periodic
ZTF18abgczpc,YSO,CV/Nova,Periodic,Stochastic
ZTF18abgdlmg,RRLab,RRLab,Periodic,Periodic
ZTF18abgdqat,LPV,YSO,Periodic,Stochastic
ZTF18abgdviy,EA,RRLc,Periodic,Periodic
ZTF18abgejey,RRLab,RRLab,Periodic,Periodic
ZTF18abggdhe,RSCVn,YSO,Periodic,Stochastic
ZTF18abggzhq,LPV,YSO,Periodic,Stochastic
ZTF18abgiofc,LPV,YSO,Periodic,Stochastic
ZTF18abgisqn,YSO,CV/Nova,Periodic,Stochastic
ZTF18abgiumr,LPV,LPV,Periodic,Periodic
ZTF18abgklnf,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF18abgluar,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF18abgqdvm,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF18abgqvip,RSCVn,RSCVn,Periodic,Periodic
ZTF18abgrgcc,LPV,YSO,Periodic,Stochastic
ZTF18abgrtui,Periodic-Other,RRLc,Periodic,Periodic
ZTF18abgsjur,LPV,CV/Nova,Periodic,Stochastic
ZTF18abgsqrx,EB/EW,EB/EW,Periodic,Periodic
ZTF18abgvupc,YSO,CV/Nova,Periodic,Stochastic
ZTF18abgvyea,LPV,CV/Nova,Periodic,Stochastic
ZTF18abgwcgk,LPV,YSO,Periodic,Stochastic
ZTF18abgwpch,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF18abgxedv,LPV,YSO,Periodic,Stochastic
ZTF18abgydyg,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF18abgymwj,LPV,YSO,Periodic,Stochastic
ZTF18abgzaex,LPV,YSO,Periodic,Stochastic
ZTF18abgzsdh,RSCVn,CV/Nova,Periodic,Periodic
ZTF18abgzywo,YSO,YSO,Stochastic,Stochastic
ZTF18abhcbkz,LPV,YSO,Periodic,Stochastic
ZTF18abhckki,CV/Nova,CV/Nova,Stochastic,Stochastic
ZTF18abhcshr,LPV,YSO,Periodic,Stochastic
ZTF18abhehdd,LPV,YSO,Periodic,Stochastic
ZTF18abherhd,Periodic-Other,EB/EW,Periodic,Periodic
ZTF18abhfaep,LPV,YSO,Periodic,Stochastic
ZTF18abhfobc,LPV,LPV,Periodic,Periodic
ZTF18abhgqkj,QSO,CV/Nova,Stochastic,Stochastic
ZTF18abhicyv,Periodic-Other,Periodic-Other,Periodic,Periodic
ZTF18abhljus,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF18abhntyh,LPV,YSO,Periodic,Stochastic
ZTF18abhowfc,LPV,YSO,Periodic,Stochastic
ZTF18abhozat,RRLab,RRLab,Periodic,Periodic
ZTF18abhqpxl,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF18abhriiw,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF18abhrimt,Periodic-Other,CV/Nova,Periodic,Stochastic
ZTF18abhsysa,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF18abhszga,YSO,CV/Nova,Periodic,Stochastic
ZTF18abhszzs,Periodic-Other,CV/Nova,Periodic,Stochastic
ZTF18abhuxyz,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF18abhwyvb,LPV,YSO,Periodic,Stochastic
ZTF18abhxilj,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF18abhxirz,RSCVn,RSCVn,Periodic,Periodic
ZTF18abhycjc,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF18abhzits,EA,Microlensing,Periodic,Stochastic
ZTF18abiabpm,Periodic-Other,CV/Nova,Periodic,Stochastic
ZTF18abiaflv,EA,CV/Nova,Periodic,Periodic
ZTF18abiaotp,Periodic-Other,CV/Nova,Periodic,Transient
ZTF18abidavq,YSO,YSO,Stochastic,Stochastic
ZTF18abidezf,Periodic-Other,CV/Nova,Periodic,Stochastic
ZTF18abidvnf,Periodic-Other,CV/Nova,Periodic,Transient
ZTF18abigaaz,CV/Nova,CV/Nova,Stochastic,Stochastic
ZTF18abigsml,RSCVn,CV/Nova,Periodic,Stochastic
ZTF18abiicnd,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF18abiiefy,RSCVn,YSO,Periodic,Stochastic
ZTF18abiiprg,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF18abiiprz,LPV,LPV,Periodic,Periodic
ZTF18abijsep,LPV,YSO,Periodic,Stochastic
ZTF18abijvvj,CEP,CEP,Periodic,Periodic
ZTF18abijwsk,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF18abijxby,RSCVn,CV/Nova,Periodic,Stochastic
ZTF18abijzop,LPV,YSO,Periodic,Stochastic
ZTF18abikhel,RSCVn,YSO,Periodic,Periodic
ZTF18abikobp,LPV,YSO,Periodic,Periodic
ZTF18abikxzz,RSCVn,CV/Nova,Periodic,Periodic
ZTF18abiltdd,EA,CV/Nova,Periodic,Periodic
ZTF18abimdqp,CV/Nova,CV/Nova,Stochastic,Stochastic
ZTF18abioirm,CV/Nova,CV/Nova,Stochastic,Stochastic
ZTF18abioomp,LPV,YSO,Periodic,Stochastic
ZTF18abioqps,LPV,YSO,Periodic,Periodic
ZTF18abiowfo,CV/Nova,CV/Nova,Stochastic,Stochastic
ZTF18abipkvi,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF18abirsoi,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF18abiscxs,YSO,CV/Nova,Periodic,Stochastic
ZTF18abivshl,CV/Nova,CV/Nova,Periodic,Periodic
ZTF18abixhni,LPV,YSO,Periodic,Periodic
ZTF18abixzlg,EA,CV/Nova,Periodic,Stochastic
ZTF18abiycof,LPV,CV/Nova,Periodic,Stochastic
ZTF18abiydaj,LPV,YSO,Periodic,Periodic
ZTF18abiydjx,LPV,YSO,Periodic,Stochastic
ZTF18abiyjpa,RSCVn,RSCVn,Periodic,Periodic
ZTF18abiykmw,YSO,YSO,Periodic,Stochastic
ZTF18abiyxfu,Periodic-Other,RRLc,Periodic,Periodic
ZTF18abizmfg,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF18abjahmq,LPV,YSO,Periodic,Stochastic
ZTF18abjbwxs,YSO,YSO,Periodic,Periodic
ZTF18abjcizc,CV/Nova,CV/Nova,Periodic,Transient
ZTF18abjcwvr,EA,YSO,Periodic,Stochastic
ZTF18abjfznn,YSO,YSO,Periodic,Stochastic
ZTF18abjgeht,EB/EW,EB/EW,Periodic,Periodic
ZTF18abjgwvk,YSO,CV/Nova,Periodic,Stochastic
ZTF18abjgycf,RRLc,RRLc,Periodic,Periodic
ZTF18abjhitd,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF18abjhvqv,RSCVn,RSCVn,Periodic,Periodic
ZTF18abjhvws,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF18abjkbbp,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF18abjlrdk,LPV,CV/Nova,Periodic,Stochastic
ZTF18abjncpx,RSCVn,EA,Periodic,Periodic
ZTF18abjnvai,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF18abjoawl,CV/Nova,CV/Nova,Periodic,Periodic
ZTF18abjobta,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF18abjorwo,CV/Nova,CV/Nova,Stochastic,Stochastic
ZTF18abjpevs,RSCVn,YSO,Periodic,Stochastic
ZTF18abjplam,LPV,YSO,Periodic,Stochastic
ZTF18abjstbu,CV/Nova,CV/Nova,Periodic,Transient
ZTF18abjtfkm,Periodic-Other,Periodic-Other,Periodic,Periodic
ZTF18abjucdp,LPV,CV/Nova,Periodic,Periodic
ZTF18abjuohk,YSO,YSO,Periodic,Stochastic
ZTF18abjvept,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF18abjxwfe,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF18abjxzzl,LPV,LPV,Periodic,Stochastic
ZTF18abjzokr,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF18abjzoyg,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF18abkaeoq,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF18abkbbsg,CV/Nova,CV/Nova,Periodic,Transient
ZTF18abkcsgm,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF18abkcwky,YSO,CV/Nova,Stochastic,Transient
